code,title,department,category,tags,au,credit,level,crossRecognition,courseNo,"대체과목
(재수강)",학과(한국어),분류(한국어),과정구분(한국어)
AE.10000,창공과 우주,AE,BE,,0 ,3 ,UG,N,10000 ,"[AE.10000],MAE.10007",항공우주공학과,기초선택,학사과정
AE.20000,기초 우주 프로젝트,AE,ME,,0 ,3 ,UG,N,20000 ,"[AE.20000],MAE.20091",항공우주공학과,전공선택,학사과정
AE.20001,기초항공프로젝트,AE,ME,,0 ,3 ,UG,N,20001 ,AE.20001,항공우주공학과,전공선택,학사과정
AE.20008,항공우주공학 실험Ⅰ,AE,MR,,0 ,3 ,UG,N,20008 ,[AE.20008],항공우주공학과,전공필수,학사과정
AE.21000,항공우주 열역학,AE,MR,,0 ,3 ,UG,N,21000 ,"[AE.21000],[ME.20011],AE.21000,MAE.20010",항공우주공학과,전공필수,학사과정
AE.22000,공기역학Ⅰ,AE,MR,,0 ,3 ,UG,N,22000 ,"[AE.22000],MAE.20020",항공우주공학과,전공필수,학사과정
AE.23000,항공우주 재료역학,AE,ME,,0 ,3 ,UG,N,23000 ,"[AE.23000],[ME.20031],AE.23000,MAE.20030",항공우주공학과,전공선택,학사과정
AE.25000,항공우주 동역학,AE,ME,,0 ,3 ,UG,N,25000 ,"[AE.25000],MAE.20050",항공우주공학과,전공선택,학사과정
AE.28000,항공우주 응용S/W,AE,ME,,0 ,3 ,UG,N,28000 ,"[AE.28000],MAE.20085",항공우주공학과,전공선택,학사과정
AE.30000,비행역학 프로젝트,AE,MR,,0 ,3 ,UG,N,30000 ,"[AE.30000],[AE.30000],MAE.30065",항공우주공학과,전공필수,학사과정
AE.30007,항공우주공학 실험Ⅱ,AE,MR,,0 ,3 ,UG,N,30007 ,"[AE.30007],AE.30009",항공우주공학과,전공필수,학사과정
AE.30008,항공우주공학 실험Ⅰ,AE,MR,,0 ,2 ,UG,N,30008 ,"[AE.30008],MAE.30008",항공우주공학과,전공필수,학사과정
AE.30009,항공우주공학 실험Ⅱ,AE,MR,,0 ,2 ,UG,N,30009 ,"[AE.30007],[AE.30009],AE.30009,MAE.30009",항공우주공학과,전공필수,학사과정
AE.31000,추진기관,AE,ME,,0 ,3 ,UG,N,31000 ,"[AE.31000],MAE.30015",항공우주공학과,전공선택,학사과정
AE.31001,항공우주 열전달,AE,ME,,0 ,3 ,UG,N,31001 ,"[AE.31001],[ME.30011],AE.31001,MAE.30011",항공우주공학과,전공선택,학사과정
AE.32000,공기역학Ⅱ,AE,ME,,0 ,3 ,UG,N,32000 ,"[AE.32000],MAE.30025",항공우주공학과,전공선택,학사과정
AE.32001,압축성 공기역학,AE,ME,,0 ,3 ,UG,N,32001 ,"[AE.32001],MAE.30026",항공우주공학과,전공선택,학사과정
AE.33000,항공우주 구조역학Ⅰ,AE,MR,,0 ,3 ,UG,N,33000 ,"[AE.33000],MAE.30035",항공우주공학과,전공필수,학사과정
AE.33001,항공우주 구조역학Ⅱ,AE,ME,,0 ,3 ,UG,N,33001 ,"[AE.33001],MAE.40035",항공우주공학과,전공선택,학사과정
AE.35000,항공우주 제어공학,AE,ME,,0 ,3 ,UG,N,35000 ,"[AE.35000],MAE.40064",항공우주공학과,전공선택,학사과정
AE.37000,수치해석,AE,ME,,0 ,3 ,UG,N,37000 ,"[AE.37000],[ME.30001],AE.37000,MAE.30001",항공우주공학과,전공선택,학사과정
AE.40000,항공우주 시스템 설계Ⅰ,AE,MR,,0 ,3 ,UG,Y,40000 ,"[AE.40000],[AE.40002],AE.40000,MAE.40005",항공우주공학과,전공필수,학사과정
AE.40001,우주시스템 설계,AE,ME,,0 ,3 ,UG,Y,40001 ,"[AE.40001],MAE.40006",항공우주공학과,전공선택,학사과정
AE.40001,항공우주 시스템 설계Ⅱ,AE,ME,,0 ,3 ,UG,Y,40001 ,"[AE.40001],MAE.40006",항공우주공학과,전공선택,학사과정
AE.40002,항공시스템 설계,AE,ME,,0 ,3 ,UG,Y,40002 ,"[AE.40002],AE.40000",항공우주공학과,전공선택,학사과정
AE.40005,인공위성 시스템,AE,ME,,0 ,3 ,UG,Y,40005 ,"[AE.40005],MAE.40066",항공우주공학과,전공선택,학사과정
AE.40009,항공우주응용수학,AE,ME,,0 ,3 ,UG,N,40009 ,AE.40009,항공우주공학과,전공선택,학사과정
AE.41000,연소공학,AE,ME,,0 ,3 ,UG,Y,41000 ,"[AE.41000],MAE.40015",항공우주공학과,전공선택,학사과정
AE.42000,점성공기역학,AE,ME,,0 ,3 ,UG,Y,42000 ,"[AE.42000],MAE.40025",항공우주공학과,전공선택,학사과정
AE.43005,진동공학 및 기초공탄성,AE,ME,,0 ,3 ,UG,Y,43005 ,"[AE.43005],MAE.30051",항공우주공학과,전공선택,학사과정
AE.45000,비행동역학 및 제어,AE,ME,,0 ,3 ,UG,Y,45000 ,"[AE.45000],MAE.40065",항공우주공학과,전공선택,학사과정
AE.45005,위성항법 시스템,AE,ME,,0 ,3 ,UG,Y,45005 ,"[AE.45005],MAE.40063",항공우주공학과,전공선택,학사과정
AE.48000,항공우주 응용전자공학,AE,ME,,0 ,3 ,UG,Y,48000 ,"[AE.48000],[AE.48000],MAE.30000,MAE.40067",항공우주공학과,전공선택,학사과정
AE.49902,항공우주공학 특강,AE,ME,특강,0 ,3 ,UG,Y,49902 ,,항공우주공학과,전공선택,학사과정
AE.49903,항공우주공학 특강Ⅱ,AE,ME,특강,0 ,2 ,UG,Y,49903 ,"[AE.49903],AE.20001,MAE.49909",항공우주공학과,전공선택,학사과정
AE.49904,항공우주공학 특강Ⅲ,AE,ME,특강,0 ,1 ,UG,Y,49904 ,,항공우주공학과,전공선택,학사과정
AE.50000,통합적 항공우주 시스템 설계,AE,GE,,0 ,3 ,GR,Y,50000 ,"[AE.50000],MAE.50065",항공우주공학과,선택(석/박사),석/박사과정
AE.50001,항공우주 시스템의 다분야 최적 설계,AE,GE,,0 ,3 ,GR,Y,50001 ,"[AE.50001],MAE.50058",항공우주공학과,선택(석/박사),석/박사과정
AE.50005,불확실성하의 공학 프로젝트 평가론,AE,GE,,0 ,3 ,GR,Y,50005 ,"[AE.50005],MAE.50057",항공우주공학과,선택(석/박사),석/박사과정
AE.50070,미래항공시스템,AE,GE,,0 ,3 ,GR,N,50070 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.51000,공기열역학 및 연소,AE,GE,,0 ,3 ,GR,Y,51000 ,"[AE.51000],MAE.50093",항공우주공학과,선택(석/박사),석/박사과정
AE.51001,복사 및 연소현상론,AE,GE,,0 ,3 ,GR,Y,51001 ,"[AE.51001],MAE.50094",항공우주공학과,선택(석/박사),석/박사과정
AE.51006,로켓시스템 공학,AE,GE,,0 ,3 ,GR,Y,51006 ,"[AE.51006],MAE.50018",항공우주공학과,선택(석/박사),석/박사과정
AE.51071,미래우주시스템,AE,GE,,0 ,3 ,GR,N,51071 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.52000,고등공기역학,AE,GE,,0 ,3 ,GR,Y,52000 ,"[AE.52000],MAE.50022",항공우주공학과,선택(석/박사),석/박사과정
AE.52001,헬리콥터 항공역학,AE,GE,,0 ,3 ,GR,Y,52001 ,"[AE.52001],MAE.50023",항공우주공학과,선택(석/박사),석/박사과정
AE.52002,전산유체역학,AE,GE,,0 ,3 ,GR,Y,52002 ,"[AE.52002],MAE.50024",항공우주공학과,선택(석/박사),석/박사과정
AE.52003,공력음향학,AE,GE,,0 ,3 ,GR,Y,52003 ,"[AE.52003],MAE.50028",항공우주공학과,선택(석/박사),석/박사과정
AE.52005,공기역학 실험,AE,GE,,0 ,3 ,GR,Y,52005 ,"[AE.52005],MAE.50027",항공우주공학과,선택(석/박사),석/박사과정
AE.53000,비행체 구조역학,AE,GE,,0 ,3 ,GR,Y,53000 ,"[AE.53000],MAE.50038",항공우주공학과,선택(석/박사),석/박사과정
AE.53001,구조동역학,AE,GE,,0 ,3 ,GR,Y,53001 ,"[AE.53001],MAE.50040",항공우주공학과,선택(석/박사),석/박사과정
AE.53002,복합재료역학,AE,GE,,0 ,3 ,GR,Y,53002 ,"[AE.53002],MAE.50042",항공우주공학과,선택(석/박사),석/박사과정
AE.53005,스마트 복합재 실험,AE,GE,,0 ,3 ,GR,Y,53005 ,"[AE.53005],MAE.50084",항공우주공학과,선택(석/박사),석/박사과정
AE.53006,종이접기 공학,AE,GE,,0 ,3 ,GR,Y,53006 ,AE.53006,항공우주공학과,선택(석/박사),석/박사과정
AE.55000,우주비행체 동역학,AE,GE,,0 ,3 ,GR,Y,55000 ,"[AE.55000],MAE.50097",항공우주공학과,선택(석/박사),석/박사과정
AE.55001,비행체 최적제어 개론,AE,GE,,0 ,3 ,GR,Y,55001 ,"[AE.55001],MAE.50095",항공우주공학과,선택(석/박사),석/박사과정
AE.55002,고등 선형안정 및 제어,AE,GE,,0 ,3 ,GR,Y,55002 ,"[AE.55002],MAE.50096",항공우주공학과,선택(석/박사),석/박사과정
AE.55006,항공우주응용 인공지능 기법,AE,GE,,0 ,3 ,GR,Y,55006 ,AE.55006,항공우주공학과,선택(석/박사),석/박사과정
AE.58000,원격탐사를 위한 위성시스템 응용,AE,GE,,0 ,3 ,GR,Y,58000 ,"[AE.58000],MAE.50056",항공우주공학과,선택(석/박사),석/박사과정
AE.58070,미래항공우주융합기술,AE,GE,,0 ,3 ,GR,N,58070 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.59900,항공우주공학특론Ⅱ,AE,GE,특강,0 ,3 ,GR,Y,59900 ,"AE.53006,AE.55006",항공우주공학과,선택(석/박사),석/박사과정
AE.62000,고등기체역학,AE,GE,,0 ,3 ,GR,N,62000 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.62001,극음속 유동,AE,GE,,0 ,3 ,GR,N,62001 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.63001,공력탄성학,AE,GE,,0 ,3 ,GR,N,63001 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.65000,항법 및 유도,AE,GE,,0 ,3 ,GR,N,65000 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.65001,고등 항법 시스템 및 응용,AE,GE,,0 ,3 ,GR,N,65001 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.89900,항공우주공학 특론,AE,GE,특강,0 ,3 ,GR,N,89900 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.89910,추진 및 연소 특론,AE,GE,특강,0 ,3 ,GR,N,89910 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.89930,비행체 구조역학 특론<스마트 및 메타 구조(압전 에너지 수집에서 메타물질 기반 진동 감쇠까지)>,AE,GE,특강,0 ,3 ,GR,N,89930 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.89950,비행역학 및 제어 특론<UAM 자율 비행 유도>,AE,GE,특강,0 ,3 ,GR,N,89950 ,,항공우주공학과,선택(석/박사),석/박사과정
AE.91000,졸업연구,AE,RS,특강,0 ,3 ,UG,N,91000 ,"[AE.91000],MAE.91000",항공우주공학과,졸업연구,학사과정
AE.91100,개별연구,AE,RS,특강,0 ,1 ,UG,N,91100 ,"[AE.91100],MAE.91100",항공우주공학과,개별연구,학사과정
AE.92100,논문연구(석사),AE,RS,특강,0 ,0 ,GR,N,92100 ,,항공우주공학과,논문연구,석/박사과정
AE.92200,논문연구(박사),AE,RS,특강,0 ,0 ,GR,N,92200 ,,항공우주공학과,논문연구,석/박사과정
AE.93000,세미나,AE,RS,특강,0 ,1 ,UG,N,93000 ,"[AE.93000],MAE.93000",항공우주공학과,세미나,학사과정
AE.93100,세미나(석사),AE,RS,특강,0 ,1 ,GR,N,93100 ,,항공우주공학과,세미나,석/박사과정
AE.93200,세미나(박사),AE,RS,특강,0 ,1 ,GR,N,93200 ,,항공우주공학과,세미나,석/박사과정
AE.94307,미래항공전문석사연구,AE,RS,특강,0 ,3 ,GR,N,94307 ,,항공우주공학과,현장실습및연구,석/박사과정
AE.94308,미래우주전문석사연구,AE,RS,특강,0 ,3 ,GR,N,94308 ,,항공우주공학과,현장실습및연구,석/박사과정
AI.50100,인공지능을 위한 기계학습,AI,GE,,0 ,3 ,GR,Y,50100 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.50100,인공지능을 위한 기계학습,AI,MR,,0 ,3 ,GR,Y,50100 ,,AI대학원,전공필수,석/박사과정
AI.50200,심층학습,AI,GE,,0 ,3 ,GR,N,50200 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.50200,심층학습,AI,MR,,0 ,3 ,GR,N,50200 ,,AI대학원,전공필수,석/박사과정
AI.50300,인공지능을 위한 수학,AI,GE,,0 ,3 ,GR,N,50300 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.50400,인공지능을 위한 프로그래밍,AI,GE,,0 ,3 ,GR,N,50400 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.50500,인공지능을 위한 최적화,AI,GE,,0 ,3 ,GR,Y,50500 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.50600,데이터 마이닝 및 검색,AI,GE,,0 ,3 ,GR,Y,50600 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.50700,인공지능을 위한 확률과정,AI,GE,,0 ,3 ,GR,Y,50700 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.50800,자율주행 자동차 개론,AI,GE,,0 ,3 ,GR,N,50800 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.59900,기계학습 특강,AI,GE,특강,0 ,3 ,GR,Y,59900 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.60100,인공지능을 위한 고급 기계학습,AI,GE,,0 ,3 ,GR,N,60100 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.60200,고급 심층학습,AI,GE,,0 ,3 ,GR,N,60200 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.60300,기계 학습 이론,AI,GE,,0 ,3 ,GR,N,60300 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.60400,컴퓨터 비전을 위한 심층학습 기법,AI,GE,,0 ,3 ,GR,N,60400 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.60500,자연어 처리를 위한 심층학습 기법,AI,GE,,0 ,3 ,GR,N,60500 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.60700,그래프 마이닝 및 소셜 네트워크 분석,AI,GE,,0 ,3 ,GR,N,60700 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.60800,인공지능 기반 시계열 분석,AI,GE,,0 ,3 ,GR,N,60800 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.61000,불확실성 하에서의 연속의사결정,AI,GE,,0 ,3 ,GR,N,61000 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.61100,심층 강화학습,AI,GE,,0 ,3 ,GR,N,61100 ,"[AI.61100],CS.60702",김재철AI대학원,선택(석/박사),석/박사과정
AI.61200,헬스케어를 위한 기계학습,AI,GE,,0 ,3 ,GR,N,61200 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.61300,머신러닝의 음악적 응용,AI,GE,,0 ,3 ,GR,N,61300 ,"[AI.61300],GCT.60034",김재철AI대학원,선택(석/박사),석/박사과정
AI.61400,로봇 작업 및 동작 계획법,AI,GE,,0 ,3 ,GR,N,61400 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.61500,정보이론,AI,GE,,0 ,3 ,GR,N,61500 ,"[AI.61500],EE.60023",김재철AI대학원,선택(석/박사),석/박사과정
AI.61600,심층 학습 이론,AI,GE,,0 ,3 ,GR,N,61600 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.61700,로보틱스를 위한 기계학습,AI,GE,,0 ,3 ,GR,N,61700 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.61800,생성모델과 비지도 학습,AI,GE,,0 ,3 ,GR,N,61800 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.61900,의료영상신호 인공지능,AI,GE,,0 ,3 ,GR,N,61900 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.62000,자연어 처리에서의 편향과 윤리,AI,GE,,0 ,3 ,GR,N,62000 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.62100,계산 영상 생성 및 편집,AI,GE,,0 ,3 ,GR,N,62100 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.62200,3차원 비전,AI,GE,,0 ,3 ,GR,N,62200 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70100,베이지안 기계학습,AI,GE,,0 ,3 ,GR,N,70100 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70200,인공지능의 해석 및 상호작용 기법,AI,GE,,0 ,3 ,GR,N,70200 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70300,인공지능 머신러닝 시스템과 응용,AI,GE,,0 ,3 ,GR,N,70300 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70500,대형언어모델,AI,GE,,0 ,3 ,GR,N,70500 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70600,기계학습을 위한  비모수 베이지안 방법,AI,GE,,0 ,3 ,GR,N,70600 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70700,고급 심층 강화학습,AI,GE,,0 ,3 ,GR,N,70700 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70800,베이지안 심층학습,AI,GE,,0 ,3 ,GR,N,70800 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70800,베이지안 딥 러닝,AI,GE,,0 ,3 ,GR,N,70800 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.70900,고급 심층 학습 이론,AI,GE,,0 ,3 ,GR,N,70900 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.89900,인공지능특강,AI,GE,특강,0 ,3 ,GR,N,89900 ,,김재철AI대학원,선택(석/박사),석/박사과정
AI.91100,개별연구,AI,RS,특강,0 ,1 ,UG,N,91100 ,,김재철AI대학원,개별연구,학사과정
AI.92100,논문연구(석사),AI,RS,특강,0 ,0 ,GR,N,92100 ,,김재철AI대학원,논문연구,석/박사과정
AI.92200,논문연구(박사),AI,RS,특강,0 ,0 ,GR,N,92200 ,,김재철AI대학원,논문연구,석/박사과정
AI.93100,세미나(석사),AI,RS,특강,0 ,1 ,GR,N,93100 ,,김재철AI대학원,세미나,석/박사과정
AI.93200,세미나(박사),AI,RS,특강,0 ,1 ,GR,N,93200 ,,김재철AI대학원,세미나,석/박사과정
AIM.91200,개별연구(석사),AIM,RS,특강,0 ,0 ,GR,N,91200 ,,AI수학대학원,개별연구,석/박사과정
AIM.92100,논문연구(석사),AIM,RS,특강,0 ,0 ,GR,N,92100 ,,AI수학대학원,논문연구,석/박사과정
AIM.92200,논문연구(박사),AIM,RS,특강,0 ,0 ,GR,N,92200 ,,AI수학대학원,논문연구,석/박사과정
AS.50001,인공지능 반도체 설계 기초 실습,AS,GE,,0 ,3 ,GR,N,50001 ,,인공지능반도체대학원,선택(석/박사),석/박사과정
AS.60002,인공지능 반도체 논문작성 실습,AS,GE,,0 ,3 ,GR,N,60002 ,,인공지능반도체대학원,선택(석/박사),석/박사과정
AS.60003,인공지능 반도체 설계 프로젝트,AS,GE,,0 ,3 ,GR,N,60003 ,,인공지능반도체대학원,선택(석/박사),석/박사과정
AS.92100,논문연구(석사),AS,RS,특강,0 ,0 ,GR,N,92100 ,,인공지능반도체대학원,논문연구,석/박사과정
AS.92200,논문연구(박사),AS,RS,특강,0 ,0 ,GR,N,92200 ,,인공지능반도체대학원,논문연구,석/박사과정
AS.93100,세미나(석사),AS,RS,특강,0 ,1 ,GR,N,93100 ,,인공지능반도체대학원,세미나,석/박사과정
AS.93200,세미나(박사),AS,RS,특강,0 ,1 ,GR,N,93200 ,,인공지능반도체대학원,세미나,석/박사과정
BA.50021,미시경제분석,BA,GE,,0 ,3 ,GR,Y,50021 ,"[BME.50011],BA.50021",경영공학부,선택(석/박사),석/박사과정
BA.50022,계량경제학,BA,GE,,0 ,3 ,GR,Y,50022 ,"[BME.50012],BA.50022",경영공학부,선택(석/박사),석/박사과정
BA.50024,경영경제수학,BA,GE,,0 ,3 ,GR,N,50024 ,"[BME.50014],BA.50024",경영공학부,선택(석/박사),석/박사과정
BA.50025,거시경제분석,BA,GE,,0 ,3 ,GR,N,50025 ,"[BME.50015],BA.50025",경영공학부,선택(석/박사),석/박사과정
BA.50031,금융수리분석 I,BA,GE,,0 ,3 ,GR,Y,50031 ,"[BME.50031],BA.50031",경영공학부,선택(석/박사),석/박사과정
BA.50032,금융수리분석 II,BA,GE,,0 ,3 ,GR,Y,50032 ,,경영공학부,선택(석/박사),석/박사과정
BA.50041,행태과학 연구방법론,BA,MR,특강,0 ,3 ,GR,N,50041 ,,경영공학부,전공필수,석/박사과정
BA.50042,조직행태론,BA,GE,,0 ,3 ,GR,Y,50042 ,"[BME.50072],BA.50042,BTM.50038",경영공학부,선택(석/박사),석/박사과정
BA.50043,경영전략실행론,BA,GE,,0 ,3 ,GR,N,50043 ,"[BME.50073],BA.50043",경영공학부,선택(석/박사),석/박사과정
BA.50044,기술혁신 및 기업가정신,BA,GE,,0 ,3 ,GR,Y,50044 ,"[BME.50074],BA.50044",경영공학부,선택(석/박사),석/박사과정
BA.50044,기술혁신관리,BA,GE,,0 ,3 ,GR,Y,50044 ,"[BME.50074],BA.50044",경영공학부,선택(석/박사),석/박사과정
BA.50045,거시조직론,BA,GE,,0 ,3 ,GR,N,50045 ,"[BME.50075],BA.50045",경영공학부,선택(석/박사),석/박사과정
BA.50046,경영전략이론,BA,GE,,0 ,3 ,GR,N,50046 ,"[BME.50076],BA.50046,BTM.60038",경영공학부,선택(석/박사),석/박사과정
BA.50051,마케팅이론,BA,GE,,0 ,3 ,GR,Y,50051 ,"[BME.50040],BA.50051",경영공학부,선택(석/박사),석/박사과정
BA.50052,마케팅모형론,BA,GE,,0 ,3 ,GR,Y,50052 ,"[BME.60041],BA.50052",경영공학부,선택(석/박사),석/박사과정
BA.50054,유통론,BA,GE,,0 ,3 ,GR,Y,50054 ,,경영공학부,선택(석/박사),석/박사과정
BA.50061,IT경영론,BA,GE,,0 ,3 ,GR,Y,50061 ,"[BME.50085],BA.50061",경영공학부,선택(석/박사),석/박사과정
BA.50062,비즈니스 모델링 분석,BA,GE,,0 ,3 ,GR,N,50062 ,"[BME.50087],BA.50062",경영공학부,선택(석/박사),석/박사과정
BA.50063,비즈니스 미디어 통신,BA,GE,,0 ,3 ,GR,N,50063 ,"[BME.50089],BA.50063",경영공학부,선택(석/박사),석/박사과정
BA.50071,수리계획법,BA,GE,,0 ,3 ,GR,Y,50071 ,"[BME.50052],BA.50071",경영공학부,선택(석/박사),석/박사과정
BA.50072,생산경영론,BA,GE,,0 ,3 ,GR,Y,50072 ,"[BME.50050],BA.50072",경영공학부,선택(석/박사),석/박사과정
BA.50081,확률 및 통계,BA,GE,,0 ,3 ,GR,Y,50081 ,"[BME.50009],BA.50081",경영공학부,선택(석/박사),석/박사과정
BA.50082,통계적분석방법론,BA,MR,,0 ,3 ,GR,Y,50082 ,"[BME.50001],BA.50082",경영공학부,전공필수,석/박사과정
BA.50083,행태과학을 위한 통계,BA,MR,,0 ,3 ,GR,N,50083 ,"[BME.50008],BA.50083",경영공학부,전공필수,석/박사과정
BA.60022,게임이론 및 응용,BA,GE,,0 ,3 ,GR,N,60022 ,"[BME.60012],BA.60022",경영공학부,선택(석/박사),석/박사과정
BA.60023,기술혁신 경제학,BA,GE,,0 ,3 ,GR,N,60023 ,"[BME.60013],BA.60023",경영공학부,선택(석/박사),석/박사과정
BA.60024,산업조직론,BA,GE,,0 ,3 ,GR,N,60024 ,"[BME.60014],BA.60024",경영공학부,선택(석/박사),석/박사과정
BA.60025,행동경제학 이론 및 응용,BA,GE,,0 ,3 ,GR,N,60025 ,"[BME.60015],BA.60025",경영공학부,선택(석/박사),석/박사과정
BA.60027,고급산업조직론,BA,GE,,0 ,3 ,GR,N,60027 ,"[BME.60017],BA.60027",경영공학부,선택(석/박사),석/박사과정
BA.60031,재무론Ⅰ,BA,GE,,0 ,3 ,GR,N,60031 ,"[BME.60031],BA.60031",경영공학부,선택(석/박사),석/박사과정
BA.60032,재무론 II,BA,GE,,0 ,3 ,GR,N,60032 ,"[BME.60032],BA.60032",경영공학부,선택(석/박사),석/박사과정
BA.60035,재무실증연구론,BA,GE,특강,0 ,3 ,GR,N,60035 ,,경영공학부,선택(석/박사),석/박사과정
BA.60051,소비자행동이론,BA,GE,,0 ,3 ,GR,N,60051 ,"[BME.60040],BA.60051",경영공학부,선택(석/박사),석/박사과정
BA.60052,마케팅자료분석론,BA,GE,,0 ,3 ,GR,N,60052 ,"[BME.60042],BA.60052",경영공학부,선택(석/박사),석/박사과정
BA.60081,다변량 통계분석,BA,GE,,0 ,3 ,GR,N,60081 ,"[BME.60001],BA.60081",경영공학부,선택(석/박사),석/박사과정
BA.60082,데이터 마이닝,BA,GE,,0 ,3 ,GR,N,60082 ,"[BME.60000],BA.60082",경영공학부,선택(석/박사),석/박사과정
BA.60083,시계열분석 및 예측,BA,GE,,0 ,3 ,GR,N,60083 ,"[BME.50051],BA.60083",경영공학부,선택(석/박사),석/박사과정
BA.70021,응용계량경제학,BA,GE,,0 ,3 ,GR,N,70021 ,"[BME.70011],BA.70021",경영공학부,선택(석/박사),석/박사과정
BA.70031,기업재무이론,BA,GE,,0 ,3 ,GR,N,70031 ,"[BME.70031],BA.70031",경영공학부,선택(석/박사),석/박사과정
BA.70032,기업재무실증연구,BA,GE,특강,0 ,3 ,GR,N,70032 ,,경영공학부,선택(석/박사),석/박사과정
BA.70034,자산가격실증연구,BA,GE,특강,0 ,3 ,GR,N,70034 ,,경영공학부,선택(석/박사),석/박사과정
BA.70051,마케팅고급논제,BA,GE,특강,0 ,3 ,GR,N,70051 ,"[BME.70040],BA.70051",경영공학부,선택(석/박사),석/박사과정
BA.70071,생산전략론,BA,GE,,0 ,3 ,GR,N,70071 ,"[BME.70050],BA.70071",경영공학부,선택(석/박사),석/박사과정
BA.79964,연구고급논제,BA,GE,특강,0 ,3 ,GR,N,79964 ,"[BME.70085],BA.79964",경영공학부,선택(석/박사),석/박사과정
BA.80011,재무회계연구,BA,GE,특강,0 ,3 ,GR,N,80011 ,,경영공학부,선택(석/박사),석/박사과정
BA.80012,회계이론,BA,GE,,0 ,3 ,GR,N,80012 ,"[BME.80062],BA.80012",경영공학부,선택(석/박사),석/박사과정
BA.80013,회계학연구방법론,BA,GE,특강,0 ,3 ,GR,N,80013 ,,경영공학부,선택(석/박사),석/박사과정
BA.80014,회계학고급연구,BA,GE,특강,0 ,3 ,GR,N,80014 ,,경영공학부,선택(석/박사),석/박사과정
BA.80031,금융기관론연구,BA,GE,특강,0 ,3 ,GR,N,80031 ,,경영공학부,선택(석/박사),석/박사과정
BA.80063,경영연구방법론,BA,GE,특강,0 ,3 ,GR,N,80063 ,,경영공학부,선택(석/박사),석/박사과정
BA.80071,행태적 생산경영론,BA,GE,,0 ,3 ,GR,N,80071 ,"[BME.80050],BA.80071",경영공학부,선택(석/박사),석/박사과정
BA.89997,경영공학특수논제,BA,GE,특강,0 ,3 ,GR,N,89997 ,,경영공학부,선택(석/박사),석/박사과정
BA.91300,개별연구(박사),BA,RS,특강,0 ,0 ,GR,N,91300 ,"[BME.91300],BA.91300",경영공학부,개별연구,석/박사과정
BA.92100,논문연구(석사),BA,RS,특강,0 ,0 ,GR,N,92100 ,,경영공학부,논문연구,석/박사과정
BA.92200,논문연구(박사),BA,RS,특강,0 ,0 ,GR,N,92200 ,,경영공학부,논문연구,석/박사과정
BA.93100,세미나(석사),BA,RS,특강,0 ,0 ,GR,N,93100 ,"[BME.93100],BA.93100",경영공학부,세미나,석/박사과정
BA.93200,세미나(박사),BA,RS,특강,0 ,0 ,GR,N,93200 ,"[BME.93200],BA.93200",경영공학부,세미나,석/박사과정
