code,title,department,category,tags,au,credit,level,crossRecognition,courseNo,"대체과목
(재수강)",학과(한국어),분류(한국어),과정구분(한국어)
BIT.50068,소비자행동분석,BIT,GE,,0 ,3 ,GR,N,50068 ,"[BIT.50068],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],[BIZ.50061],BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,BIT.50068,MGT.60024,MGT.60024,MGT.60024,MGT.60024,MGT.60024,MGT.60024,PMB.60024,PMB.60024,PMB.60024,PMB.60024,PMB.60024,PMB.60024",테크노경영MBA,선택(석/박사),석/박사과정
BIT.50069,브랜드관리,BIT,GE,,0 ,3 ,GR,N,50069 ,"[BIT.50069],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],[BIZ.50062],BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,BIT.50069,MGT.50026,MGT.50026,MGT.50026,MGT.50026,MGT.50026,MGT.50026",테크노경영MBA,선택(석/박사),석/박사과정
BIT.50070,마케팅 커뮤니케이션 전략,BIT,GE,,0 ,3 ,GR,N,50070 ,"[BIT.50070],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],[BIZ.50063],BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,BIT.50070,MGT.60023,MGT.60023,MGT.60023,MGT.60023,MGT.60023,MGT.60023",테크노경영MBA,선택(석/박사),석/박사과정
BIT.50071,하이테크 마케팅 전략,BIT,GE,,0 ,3 ,GR,N,50071 ,"[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],[BIZ.60058],BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071,BIT.50071",테크노경영MBA,선택(석/박사),석/박사과정
BIT.50072,기술 및 산업분석,BIT,GE,,0 ,3 ,GR,N,50072 ,"[BIT.50072],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],[BIZ.60008],BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072,BIT.50072",테크노경영MBA,선택(석/박사),석/박사과정
BIT.50079,전략적 브랜드관리,BIT,GE,,0 ,2 ,GR,N,50079 ,"[BIT.50079],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],[BIZ.60060],BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,BIT.50079,EMB.50021,EMB.50021,EMB.50021,EMB.50021,EMB.50021,EMB.50021,PMB.50026,PMB.50026,PMB.50026,PMB.50026,PMB.50026,PMB.50026",프로페셔널MBA,선택(석/박사),석/박사과정
BIT.50080,통합적 마케팅커뮤니케이션,BIT,GE,,0 ,2 ,GR,N,50080 ,"[BIT.50080],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],[BIZ.60061],BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,BIT.50080,PMB.60023,PMB.60023,PMB.60023,PMB.60023,PMB.60023,PMB.60023",프로페셔널MBA,선택(석/박사),석/박사과정
BIT.50081,하이테크 마케팅,BIT,GE,,0 ,2 ,GR,N,50081 ,"[BIT.50081],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],[BIZ.60062],BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,BIT.50081,PMB.50022,PMB.50022,PMB.50022,PMB.50022,PMB.50022,PMB.50022",프로페셔널MBA,선택(석/박사),석/박사과정
BIT.50083,서비스마케팅,BIT,GE,,0 ,2 ,GR,N,50083 ,"[BIT.50083],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],[BIZ.60064],BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,BIT.50083,PMB.50025,PMB.50025,PMB.50025,PMB.50025,PMB.50025,PMB.50025",프로페셔널MBA,선택(석/박사),석/박사과정
BIT.50084,가격전략,BIT,GE,,0 ,2 ,GR,N,50084 ,"[BIT.50084],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],[BIZ.60065],BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,BIT.50084,PMB.60022,PMB.60022,PMB.60022,PMB.60022,PMB.60022,PMB.60022",프로페셔널MBA,선택(석/박사),석/박사과정
BIT.60028,중국체제분석,BIT,GE,,0 ,3 ,GR,N,60028 ,"[BIT.60028],BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,BIT.60028,MGT.50095,MGT.50095,MGT.50095,MGT.50095,MGT.50095,MGT.50095,PMB.50095,PMB.50095,PMB.50095,PMB.50095,PMB.50095,PMB.50095",프로페셔널MBA,선택(석/박사),석/박사과정
BIT.60029,중국 투자법규,BIT,GE,,0 ,3 ,GR,N,60029 ,"[BIT.60029],BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,BIT.60029,MGT.50097,MGT.50097,MGT.50097,MGT.50097,MGT.50097,MGT.50097",테크노경영대학원,선택(석/박사),석/박사과정
BIT.60032,사회적 기업가정신,BIT,MR,,0 ,3 ,GR,N,60032 ,"[BIT.60032],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],[BIZ.50026],BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,BIT.60032,SMB.50047,SMB.50047,SMB.50047,SMB.50047,SMB.50047,SMB.50047",사회적기업가MBA,전공필수,석/박사과정
BIT.60033,사회적경제와 정책,BIT,MR,,0 ,3 ,GR,N,60033 ,"[BIT.60033],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],[BIZ.50029],BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,BIT.60033,SMB.50035,SMB.50035,SMB.50035,SMB.50035,SMB.50035,SMB.50035",사회적기업가MBA,전공필수,석/박사과정
BIT.60034,소셜 이슈 분석과 미션 수립,BIT,MR,,0 ,3 ,GR,N,60034 ,"[BIT.60034],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],[BIZ.50027],BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,BIT.60034,SMB.50046,SMB.50046,SMB.50046,SMB.50046,SMB.50046,SMB.50046",사회적기업가MBA,전공필수,석/박사과정
BIT.60035,소셜벤처 고객문제 및 솔루션 검증,BIT,MR,,0 ,3 ,GR,N,60035 ,"[BIT.60035],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],[BIZ.50030],BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,BIT.60035,SMB.50049,SMB.50049,SMB.50049,SMB.50049,SMB.50049,SMB.50049",사회적기업가MBA,전공필수,석/박사과정
