code,title,department,category,credit,au,tags
CS.40805,컴퓨터비전을 위한 기계학습,CS,ME,3,0,
CS.40806,웨어러블 사용자 인터페이스,CS,ME,3,0,
CS.40809,컴퓨터윤리와사회문제,CS,ME,3,0,
CS.49900,전산학특강,CS,ME,3,0,특강
CS.49901,전산학특강 I,CS,ME,1,0,특강
CS.49902,전산학특강 II,CS,ME,2,0,특강
CS.50000,알고리즘설계와해석,CS,GE,3,0,
CS.50004,계산기하학,CS,GE,3,0,
CS.50100,컴퓨터구조,CS,GE,3,0,
CS.50200,프로그래밍언어이론,CS,GE,3,0,
CS.50202,형식언어및오토마타이론,CS,GE,3,0,
CS.50204,프로그램 분석,CS,GE,3,0,
CS.50300,운영체제 및 실험,CS,GE,3,0,
CS.50400,네트워크아키텍춰,CS,GE,3,0,
CS.50403,분산시스템,CS,GE,3,0,
CS.50406,무선이동인터넷,CS,GE,3,0,
CS.50408,고급 정보보호,CS,GE,3,0,
CS.50500,소프트웨어공학,CS,GE,3,0,
CS.50504,소프트웨어 및 시스템 설계,CS,GE,3,0,
CS.50600,데이타베이스시스템,CS,GE,3,0,
CS.50604,R을 활용한 빅데이터 분석 기초,CS,GE,3,0,
CS.50605,사물인터넷 데이터 사이언스,CS,GE,3,0,
CS.50700,인공지능 및 기계학습,CS,GE,3,0,
CS.50702,지능형 로보틱스,CS,GE,3,0,
CS.50704,자연언어처리 I,CS,GE,3,0,
CS.50705,인공지능 윤리,CS,GE,3,0,
CS.50706,컴퓨터비전,CS,GE,3,0,
CS.50707,로봇학습과 상호작용,CS,GE,3,0,
CS.50709,계산언어학,CS,GE,3,0,
CS.50800,컴퓨터그래픽스,CS,GE,3,0,
CS.50804,인간과 컴퓨터 상호작용,CS,GE,3,0,
CS.50806,로봇 모션 플래닝 및 응용,CS,GE,3,0,
CS.50808,심층 학습 기반 이미지 검색,CS,GE,3,0,
CS.50900,시맨틱 웹,CS,GE,3,0,
CS.59900,컴퓨팅 특강,CS,GE,3,0,특강
MAS.10000,대학수학,MAS,OE,3,0,
MAS.20010,정수론 개론,MAS,ME,3,0,
MAS.20012,선형대수학,MAS,ME,3,0,
MAS.20041,해석학 I,MAS,ME,4,0,
MAS.20042,해석학 II,MAS,ME,4,0,
MAS.20060,응용수학과모델링,MAS,ME,3,0,
MAS.20070,논리 및 집합,MAS,ME,3,0,
MAS.20075,이산수학,MAS,ME,3,0,
MAS.30011,현대대수학 I,MAS,ME,4,0,
MAS.30012,현대대수학 II,MAS,ME,3,0,
MAS.30021,미분기하학개론,MAS,ME,4,0,
MAS.30031,위상수학,MAS,ME,4,0,
MAS.30041,복소변수함수론,MAS,ME,3,0,
MAS.30050,기초확률론,MAS,ME,3,0,
MAS.30055,수리통계학,MAS,ME,3,0,
MAS.30064,행렬계산과 응용,MAS,ME,4,0,
MAS.30065,수치해석학개론,MAS,ME,4,0,
MAS.30070,정보수학,MAS,ME,3,0,
MAS.30074,최적화이론,MAS,ME,3,0,
MAS.40010,암호론,MAS,ME,3,0,
MAS.40011,대수기하학개론,MAS,ME,3,0,
MAS.40012,가환대수학 입문,MAS,ME,3,0,
MAS.40020,다양체해석학,MAS,ME,3,0,
MAS.40030,조합적 위상수학,MAS,ME,3,0,
MAS.40035,행렬군론,MAS,ME,3,0,
MAS.40040,편미분방정식개론,MAS,ME,3,0,
MAS.40041,르베그적분론,MAS,ME,3,0,
MAS.40042,푸리에 해석과 응용,MAS,ME,3,0,
MAS.40043,상미분방정식과 동역학계,MAS,ME,3,0,
MAS.40055,선형모형,MAS,ME,3,0,
MAS.40056,컴퓨터 통계방법론,MAS,ME,3,0,
MAS.40064,수리역학,MAS,ME,3,0,
MAS.40067,수리생물학개론,MAS,ME,3,0,
MAS.40071,금융수학과 확률모형,MAS,ME,3,0,
MAS.40072,계산적 금융수학,MAS,ME,3,0,
MAS.40073,수학과 인공지능 개론,MAS,ME,3,0,
MAS.40075,조합론,MAS,ME,3,0,
MAS.40076,게임이론,MAS,ME,3,0,
MAS.40077,그래프이론 개론,MAS,ME,3,0,
MAS.40078,이산기하,MAS,ME,3,0,
MAS.49900,수학특강,MAS,ME,3,0,특강
MAS.49901,수학특강 I,MAS,ME,1,0,특강
MAS.50001,공학자를 위한 해석학개론,MAS,GE,3,0,
MAS.50002,공학자를 위한 함수해석학,MAS,GE,3,0,
MAS.50010,정수론 개론,MAS,GE,3,0,
MAS.50011,대수학 I,MAS,GE,3,0,
MAS.50012,대수학 II,MAS,GE,3,0,
MAS.50013,호몰로지 대수학,MAS,GE,3,0,
MAS.50020,미분기하학개론,MAS,GE,3,0,
MAS.50031,대수적위상수학 1,MAS,GE,3,0,
MAS.50032,대수적 위상수학 II,MAS,GE,3,0,
MAS.50040,실변수함수론,MAS,GE,3,0,
MAS.50041,복소수함수론,MAS,GE,3,0,
MAS.50050,확률론,MAS,GE,3,0,
MAS.50055,고급통계학,MAS,GE,3,0,
MAS.50057,기계학습이론및응용,MAS,GE,3,0,
MAS.50060,응용수학의 방법,MAS,GE,3,0,
MAS.50065,수치해석학개론,MAS,GE,3,0,
MAS.50071,금융수학의 확률적 방법론,MAS,GE,3,0,
MAS.50075,조합수학,MAS,GE,3,0,
MAS.59901,수학특론 I,MAS,GE,1,0,특론
MAS.59903,수학특론 I,MAS,GE,3,0,특론
